Command,Handle,Title,Body HTML,Vendor,Type,Tags,Published,Status,Published Scope,Variant SKU,Variant Barcode,Variant Position,Variant Price,Variant Compare At Price,Variant Cost,Variant Weight,Variant Weight Unit,Variant Inventory Tracker,Variant Inventory Policy,Variant Inventory Qty,Variant Fulfillment Service,Variant Requires Shipping,Variant Taxable,SEO Title,SEO Description,Google Shopping / MPN,Google Shopping / Condition,Variant Image,Image Src,Image Position,Image Alt Text,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant Metafield: custom.produktinfo [multi_line_text_field],Variant Metafield: custom.variantbilleder [list.single_line_text_field]
MERGE,haengende-hovedgavl-vaegmonteret-lysegraa-90-55-5-cm-antik-pu,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://vdxl.im/8721364695948_wbg-an-m_en_px16_1.jpg,2,Hængende Hovedgavl Vægmonteret Lysegrå 90 55 5 Cm Antik Pu - Billede 2,,,,,,,,
MERGE,haengende-hovedgavl-vaegmonteret-lysegraa-90-55-5-cm-antik-pu,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://vdxl.im/8721364695948_mo-im_en_px16_2.jpg,3,Hængende Hovedgavl Vægmonteret Lysegrå 90 55 5 Cm Antik Pu - Billede 3,,,,,,,,
MERGE,haengende-hovedgavl-vaegmonteret-lysegraa-90-55-5-cm-antik-pu,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://vdxl.im/8721364695948_mo-im_en_px16_3.jpg,4,Hængende Hovedgavl Vægmonteret Lysegrå 90 55 5 Cm Antik Pu - Billede 4,,,,,,,,
MERGE,haengende-hovedgavl-vaegmonteret-lysegraa-90-55-5-cm-antik-pu,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://vdxl.im/8721364695948_wbg-fr_en_px16_1.jpg,5,Hængende Hovedgavl Vægmonteret Lysegrå 90 55 5 Cm Antik Pu - Billede 5,,,,,,,,
MERGE,haengende-hovedgavl-vaegmonteret-lysegraa-90-55-5-cm-antik-pu,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://vdxl.im/8721364695948_wbg-si_en_px16_1.jpg,6,Hængende Hovedgavl Vægmonteret Lysegrå 90 55 5 Cm Antik Pu - Billede 6,,,,,,,,
MERGE,haengende-hovedgavl-vaegmonteret-lysegraa-90-55-5-cm-antik-pu,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://vdxl.im/8721364695948_wbg-ba_en_px16_1.jpg,7,Hængende Hovedgavl Vægmonteret Lysegrå 90 55 5 Cm Antik Pu - Billede 7,,,,,,,,
MERGE,haengende-hovedgavl-vaegmonteret-lysegraa-90-55-5-cm-antik-pu,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://vdxl.im/8721364695948_detail_en_px16_1.jpg,8,Hængende Hovedgavl Vægmonteret Lysegrå 90 55 5 Cm Antik Pu - Billede 8,,,,,,,,
MERGE,haengende-hovedgavl-vaegmonteret-lysegraa-90-55-5-cm-antik-pu,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://vdxl.im/8721364695948_detail_en_px16_2.jpg,9,Hængende Hovedgavl Vægmonteret Lysegrå 90 55 5 Cm Antik Pu - Billede 9,,,,,,,,
MERGE,haengende-hovedgavl-vaegmonteret-lysegraa-90-55-5-cm-antik-pu,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://vdxl.im/8721364695948_wbg-ma_en_px16_1.jpg,10,Hængende Hovedgavl Vægmonteret Lysegrå 90 55 5 Cm Antik Pu - Billede 10,,,,,,,,
MERGE,haengende-hovedgavl-vaegmonteret-lysegraa-90-55-5-cm-antik-pu,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://vdxl.im/8721364695948_wbg-ma_en_px16_2.jpg,11,Hængende Hovedgavl Vægmonteret Lysegrå 90 55 5 Cm Antik Pu - Billede 11,,,,,,,,
MERGE,haengende-hovedgavl-vaegmonteret-lysegraa-90-55-5-cm-antik-pu,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://vdxl.im/8721364695948_wbg-siz_en_px16_1.jpg,12,Hængende Hovedgavl Vægmonteret Lysegrå 90 55 5 Cm Antik Pu - Billede 12,,,,,,,,
MERGE,plaenekanter-graa-5000-4-5-cm-plastik,Plænekanter Grå 5000 4 5 Cm Plastik,"<p>Denne plasthavekant er en smart måde at give din have et pænt udseende. Med sit moderne design, der er enkelt og lækkert, passer den ind i alle slags udendørs rum. Perfekt til at definere kanterne på dine plantebede eller plæner, så det er ideelt for gartnere, der gerne vil have styr på deres have. Den kan bukkes i mange former, så du får masser af kreative muligheder til landskab, mens den samtidig holder det hele pænt og ryddeligt.</p> <ul><li><b>UV-resistent plast:</b> Lavet af kvalitetsmateriale, denne havekant kan klare de skarpe solstråler uden at falme, så den holder sig pæn i lang tid. Det giver et godt valg til at vedligeholde haver.</li><li><b>Inkluderede komponenter:</b> Hvert produkt indeholder hele 2000 cm af havekant samt 150 søm, hver 19,5 cm lange. Det giver et komplet sæt, så du kan sætte kanten op hurtigt og nemt. Sømmene holder kanten på plads, så den kan modstå forskellige vejrforhold.</li><li><b>Moderne design:</b> Denne havekant har et lækkert og minimalistisk look, perfekt til nutidens haver. Den kan tilpasse sig ethvert havedesign og sørger for flotte, definerede kanter, der gør dit udendørs område mere harmonisk og organiseret. Velegnet til både funktionelle og dekorative formål, den tilpasser sig let forskellige måder at indrette haven på.</li><li><b>Nem installation:</b> Opsætningen er enkel og kræver ikke mange værktøjer, kun en skruetrækker. To personer kan hurtigt montere den, så du kan få ændret haven uden besvær. Dens tilgængelighed gør det nemt for alle at bruge den.</li><li><b>Pleje og vedligeholdelse:</b> At holde den pæn er super let, du skal bare tørre den af med en fugtig klud, så den ser flot ud i mange år. Regelmæssig omtanke sikrer, at den holder sin funktionalitet og kan dække dine havebehov effektivt.</li></ul> <ul><li>Farve: Grå</li><li>Materiale: Plastik</li><li>Samlede dimensioner: 5000 x 4 x 5 cm (L x B x H)</li><li>Vægt: 10,08 kg</li><li>Slidstærk</li><li>Nem at installere</li><li>Bøjer fleksibelt ind i enhver form</li><li>Kun til udendørs brug</li><li>Leveringsindhold:</li><li>1 x Plænekant: 2000 x 4 x 5 cm (LxBxH)</li><li>150 x søm: 19,5 cm</li><li>Forsamling krævet: Ja</li></ul>",vidaXL,Græsplæne & have,"Hjem & have,Græsplæne & have,Hjem & have > Græsplæne & have,vidaXL,Grå,Parcel,K3",TRUE,active,global,42029848,8721364671584,1,719,1029,420,11110,g,shopify,deny,83,manual,TRUE,TRUE,Plænekanter Grå 5000 4 5 Cm Plastik,Denne plasthavekant er en smart måde at give din have et pænt udseende.,42029848,new,https://vdxl.im/8721364671584_mo-im_en_px16_1.jpg,https://vdxl.im/8721364671584_mo-im_en_px16_1.jpg,1,Plænekanter Grå 5000 4 5 Cm Plastik - Hovedbillede,,,,,,,,
MERGE,plaenekanter-graa-5000-4-5-cm-plastik,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://vdxl.im/8721364671584_wbg-an-m_en_px16_1.jpg,2,Plænekanter Grå 5000 4 5 Cm Plastik - Billede 2,,,,,,,,
MERGE,plaenekanter-graa-5000-4-5-cm-plastik,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://vdxl.im/8721364671584_wbg-wa_en_px16_1.jpg,3,Plænekanter Grå 5000 4 5 Cm Plastik - Billede 3,,,,,,,,
MERGE,plaenekanter-graa-5000-4-5-cm-plastik,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://vdxl.im/8721364671584_mo-im-zo_en_px16_1.jpg,4,Plænekanter Grå 5000 4 5 Cm Plastik - Billede 4,,,,,,,,
MERGE,plaenekanter-graa-5000-4-5-cm-plastik,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://vdxl.im/8721364671584_detail_en_px16_1.jpg,5,Plænekanter Grå 5000 4 5 Cm Plastik - Billede 5,,,,,,,,
MERGE,plaenekanter-graa-5000-4-5-cm-plastik,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://vdxl.im/8721364671584_detail_en_px16_2.jpg,6,Plænekanter Grå 5000 4 5 Cm Plastik - Billede 6,,,,,,,,
MERGE,plaenekanter-graa-5000-4-5-cm-plastik,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://vdxl.im/8721364671584_detail_en_px16_3.jpg,7,Plænekanter Grå 5000 4 5 Cm Plastik - Billede 7,,,,,,,,
MERGE,plaenekanter-graa-5000-4-5-cm-plastik,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://vdxl.im/8721364671584_wbg-fu_en_px16_1.jpg,8,Plænekanter Grå 5000 4 5 Cm Plastik - Billede 8,,,,,,,,
MERGE,plaenekanter-graa-5000-4-5-cm-plastik,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://vdxl.im/8721364671584_wbg-fu_en_px16_2.jpg,9,Plænekanter Grå 5000 4 5 Cm Plastik - Billede 9,,,,,,,,
MERGE,plaenekanter-graa-5000-4-5-cm-plastik,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://vdxl.im/8721364671584_wbg-siz_en_px16_1.jpg,10,Plænekanter Grå 5000 4 5 Cm Plastik - Billede 10,,,,,,,,
MERGE,plaenekanter-graa-4000-4-5-cm-plastik,Plænekanter Grå 4000 4 5 Cm Plastik,"<p>Denne plastikhavekant giver din have rene linjer og en moderne stil. Den er perfekt til at definere rum og kan nemt tilpasses alle slags haveindretninger. Den neutrale grå farve giver et stilrent touch, hvilket gør den ideel for dem, der vil have en pæn og organiseret have.</p> <ul></br><li><b>Slidstærkt plastmateriale</b> Havekanten er lavet af stærkt plastmateriale, der giver en holdbar løsning til dine havebehov. Materialet sikrer, at den holder til vejr og vind, mens den stadig ser godt ud i mange sæsoner.</li></br><li><b>Fleksibel installation</b> Den kan nemt bøjes i forskellige former, så den tilpasser sig din haves unikke udseende. Uanset om du har brug for den til blomsterbede eller stier, giver den masser af kreative muligheder for at personliggøre dit landskab.</li></br><li><b>Funktionelle komponenter</b> Leveres med 120 søm på 19,5 cm, så denne kant kan fastsættes sikkert i jorden for stabil installation. Sømmen holder den på plads, så du kan stole på, at den er sikker til udendørs brug.</li></br><li><b>UV-modstand</b> Med sit UV-resistente plastmateriale beskytter kanten mod sollys, så den bevarer sit udseende og holdbarhed over tid. Denne funktion er vigtig for en velholdt have, der ser indbydende ud.</li></br><li><b>Nem vedligeholdelse</b> Produktet kræver ikke meget vedligeholdelse, blot en hurtig aftørring med en fugtig klud holder den pæn og ren. Denne enkelhed sikrer, at din havekant ser godt ud i lang tid.</li></br></ul> <ul><li>Farve: Grå</li><li>Materiale: Plastik</li><li>Samlede dimensioner: 4000 x 4 x 5 cm (L x B x H)</li><li>Vægt: 8,1 kg</li><li>Slidstærk</li><li>Nem at installere</li><li>Bøjer fleksibelt ind i enhver form</li><li>Kun til udendørs brug</li><li>Leveringsindhold:</li><li>1 x Havekant: 4000 x 4 x 5 cm(LxBxH)</li><li>120 x søm: 19,5 cm</li><li>Forsamling krævet: Ja</li></ul>",vidaXL,Græsplæne & have,"Hjem & have,Græsplæne & have,Hjem & have > Græsplæne & have,vidaXL,Grå,Parcel,K3",TRUE,active,global,42029847,8721364671577,1,579,829,339,9030,g,shopify,deny,83,manual,TRUE,TRUE,Plænekanter Grå 4000 4 5 Cm Plastik,Denne plastikhavekant giver din have rene linjer og en moderne stil. Den er perfekt til at definere rum og kan nemt tilpasses alle slags haveindretninger.,42029847,new,https://vdxl.im/8721364671577_mo-im_en_px16_1.jpg,https://vdxl.im/8721364671577_mo-im_en_px16_1.jpg,1,Plænekanter Grå 4000 4 5 Cm Plastik - Hovedbillede,,,,,,,,
MERGE,plaenekanter-graa-4000-4-5-cm-plastik,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://vdxl.im/8721364671577_wbg-an-m_en_px16_1.jpg,2,Plænekanter Grå 4000 4 5 Cm Plastik - Billede 2,,,,,,,,
MERGE,plaenekanter-graa-4000-4-5-cm-plastik,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://vdxl.im/8721364671577_wbg-wa_en_px16_1.jpg,3,Plænekanter Grå 4000 4 5 Cm Plastik - Billede 3,,,,,,,,
MERGE,plaenekanter-graa-4000-4-5-cm-plastik,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://vdxl.im/8721364671577_mo-im-zo_en_px16_1.jpg,4,Plænekanter Grå 4000 4 5 Cm Plastik - Billede 4,,,,,,,,
MERGE,plaenekanter-graa-4000-4-5-cm-plastik,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://vdxl.im/8721364671577_detail_en_px16_1.jpg,5,Plænekanter Grå 4000 4 5 Cm Plastik - Billede 5,,,,,,,,
MERGE,plaenekanter-graa-4000-4-5-cm-plastik,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://vdxl.im/8721364671577_detail_en_px16_2.jpg,6,Plænekanter Grå 4000 4 5 Cm Plastik - Billede 6,,,,,,,,
MERGE,plaenekanter-graa-4000-4-5-cm-plastik,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://vdxl.im/8721364671577_detail_en_px16_3.jpg,7,Plænekanter Grå 4000 4 5 Cm Plastik - Billede 7,,,,,,,,
MERGE,plaenekanter-graa-4000-4-5-cm-plastik,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://vdxl.im/8721364671577_wbg-fu_en_px16_1.jpg,8,Plænekanter Grå 4000 4 5 Cm Plastik - Billede 8,,,,,,,,
MERGE,plaenekanter-graa-4000-4-5-cm-plastik,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://vdxl.im/8721364671577_wbg-fu_en_px16_2.jpg,9,Plænekanter Grå 4000 4 5 Cm Plastik - Billede 9,,,,,,,,
MERGE,plaenekanter-graa-4000-4-5-cm-plastik,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://vdxl.im/8721364671577_wbg-siz_en_px16_1.jpg,10,Plænekanter Grå 4000 4 5 Cm Plastik - Billede 10,,,,,,,,
MERGE,plaenekanter-graa-2000-4-5-cm-plastik,Plænekanter Grå 2000 4 5 Cm Plastik,"<p>Denne fleksible plasthavekant er både stilfuld og funktionel til at indramme haverum. Den er designet med moderne træk, der fokuserer på enkelhed og rene linjer, hvilket gør den perfekt til at forbedre udseendet i ethvert udendørs område. Den passer godt ind i haver og på terrasser i foråret og sommeren, så man kan skabe lækre, visuelt tiltalende landskaber.</p> <ul><li><b>Materialekomposition:</b> Lavet af plastik, hvilket gør kanten både holdbar og let, perfekt til udendørs brug. Plastkonstruktionen holder til vejrforhold, så den holder længe. UV-resistensen forhindrer at den falmer over tid.</li><li><b>Fleksibilitet:</b> Kanten kan bøjes i lige den form, du ønsker, så den passer til landskabet. Det giver dig frihed til at skabe smukke grænser omkring græsplæner, blomsterbed eller stier og løfter det samlede look i dit udendørs rum.</li><li><b>Monteringskomponenter:</b> Inkluderer 60 søm, hver 19,5 cm lange, til at fastgøre kanten sikkert. Det sikrer stabilitet og forhindrer den i at flytte sig over tid – et praktisk valg til enhver have.</li><li><b>Praktisk funktionalitet:</b> Nem at sætte op, selv for nybegyndere. Følg de enkle trin i vejledningen, og selv uerfarne kan få det hurtigt gjort med minimal indsats. Kanten passer godt til forskellige udendørs dekorer og stilarter og giver både praktiske og visuelle fordele.</li><li><b>Vedligeholdelse gjort nemt:</b> At holde kanten pæn kræver ikke meget; tør den af med en fugtig klud, så ser den frisk ud. Denne lave vedligeholdelse holder din have pæn hele året uden alt besværet.</li></ul> <ul><li>Farve: Grå</li><li>Materiale: Plastik</li><li>Samlede dimensioner: 2000 x 4 x 5 cm (L x B x H)</li><li>Vægt: 3,97 kg</li><li>Slidstærk</li><li>Nem at installere</li><li>Bøjer fleksibelt ind i enhver form</li><li>Kun til udendørs brug</li><li>Leveringsindhold:</li><li>1 x Plæneafgrænsning: 2000 x 4 x 5 cm(LxBxH)</li><li>60 x søm: 19.5 cm</li><li>Forsamling krævet: Ja</li></ul>",vidaXL,Græsplæne & have,"Hjem & have,Græsplæne & have,Hjem & have > Græsplæne & have,vidaXL,Grå,Parcel,K3",TRUE,active,global,42029845,8721364671553,1,369,529,217,4550,g,shopify,deny,200,manual,TRUE,TRUE,Plænekanter Grå 2000 4 5 Cm Plastik,Denne fleksible plasthavekant er både stilfuld og funktionel til at indramme haverum.,42029845,new,https://vdxl.im/8721364671553_mo-im_en_px16_1.jpg,https://vdxl.im/8721364671553_mo-im_en_px16_1.jpg,1,Plænekanter Grå 2000 4 5 Cm Plastik - Hovedbillede,,,,,,,,
MERGE,plaenekanter-graa-2000-4-5-cm-plastik,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://vdxl.im/8721364671553_wbg-an-m_en_px16_1.jpg,2,Plænekanter Grå 2000 4 5 Cm Plastik - Billede 2,,,,,,,,
MERGE,plaenekanter-graa-2000-4-5-cm-plastik,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://vdxl.im/8721364671553_wbg-wa_en_px16_1.jpg,3,Plænekanter Grå 2000 4 5 Cm Plastik - Billede 3,,,,,,,,
MERGE,plaenekanter-graa-2000-4-5-cm-plastik,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://vdxl.im/8721364671553_mo-im-zo_en_px16_1.jpg,4,Plænekanter Grå 2000 4 5 Cm Plastik - Billede 4,,,,,,,,
MERGE,plaenekanter-graa-2000-4-5-cm-plastik,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://vdxl.im/8721364671553_detail_en_px16_1.jpg,5,Plænekanter Grå 2000 4 5 Cm Plastik - Billede 5,,,,,,,,
MERGE,plaenekanter-graa-2000-4-5-cm-plastik,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://vdxl.im/8721364671553_detail_en_px16_2.jpg,6,Plænekanter Grå 2000 4 5 Cm Plastik - Billede 6,,,,,,,,
MERGE,plaenekanter-graa-2000-4-5-cm-plastik,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://vdxl.im/8721364671553_detail_en_px16_3.jpg,7,Plænekanter Grå 2000 4 5 Cm Plastik - Billede 7,,,,,,,,
MERGE,plaenekanter-graa-2000-4-5-cm-plastik,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://vdxl.im/8721364671553_wbg-fu_en_px16_1.jpg,8,Plænekanter Grå 2000 4 5 Cm Plastik - Billede 8,,,,,,,,
MERGE,plaenekanter-graa-2000-4-5-cm-plastik,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://vdxl.im/8721364671553_wbg-fu_en_px16_2.jpg,9,Plænekanter Grå 2000 4 5 Cm Plastik - Billede 9,,,,,,,,
MERGE,plaenekanter-graa-2000-4-5-cm-plastik,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://vdxl.im/8721364671553_wbg-siz_en_px16_1.jpg,10,Plænekanter Grå 2000 4 5 Cm Plastik - Billede 10,,,,,,,,
MERGE,plaenekanter-graa-1000-4-5-cm-plastik,Plænekanter Grå 1000 4 5 Cm Plastik,"<p>At lave en personlig haveoplevelse starter med den rigtige kant. Vores plastik havekanter giver et moderne look til dit udeområde og kombinerer stil med holdbarhed. De passer til forskellige landskaber og gør hver havebed eller plæne mere indbydende ved at lave klare grænser. Det minimalistiske design gør det nemt at være kreativ med havens layout, uanset om du er ny eller har erfaring med havearbejde.</p> <ul><li><b>Slidstærke materialer:</b> Den robuste plastik sørger for, at denne kant holder sig pæn over tid, idet den modstår slid og falmning. Den lette plast gør installationen nem, så du hurtigt kan komme i gang uden at miste styrken.</li><li><b>Nem installation:</b> Denne havekant kan let sættes op med en skruetrækker og nogle medfølgende negle. Hver del forbindes hurtigt, så du kan tilpasse dit havelayout, som du vil. Perfekt til dem, der vil forbedre deres udendørs rum uden at skulle bruge professionelle værktøjer.</li><li><b>Fleksibelt design:</b> Den flexible kant tilpasser sig alle former, uanset om det er sving, hjørner eller lige kanter. Det giver dig mulighed for at gøre havens rum unikke. Den er ideel til alle haveformer, da den kan bøjes til enhver ønsket form.</li><li><b>Vejrbestandig:</b> Lavet til at klare det danske vejr fra den varme sommersol til kraftig regn. Den holder formen og fungerer perfekt i alle sæsoner og er et godt valg til enhver have.</li><li><b>Minimal vedligeholdelse:</b> Hold din have pæn uden at skulle bruge tid på vedligeholdelse. Tør bare kanten af med en våd klud for at fjerne snavs, så holder den sig flot. Mindre vedligeholdelse giver dig mere tid til at nyde din have.</li></ul> <ul><li>Farve: Grå</li><li>Materiale: Plastik</li><li>Samlede dimensioner: 1000 x 4 x 5 cm (L x B x H)</li><li>Vægt: 2,05 kg</li><li>Slidstærk</li><li>Nem at installere</li><li>Bøjer fleksibelt ind i enhver form</li><li>Kun til udendørs brug</li><li>Leveringsindhold:</li><li>1 x Havekant: 1000 x 4 x 5 cm (LxBxH)</li><li>30 x søm: 19,5 cm</li><li>Forsamling krævet: Ja</li></ul>",vidaXL,Græsplæne & have,"Hjem & have,Græsplæne & have,Hjem & have > Græsplæne & have,vidaXL,Grå,Parcel,K3",TRUE,active,global,42029844,8721364671546,1,279,399,162,2440,g,shopify,deny,200,manual,TRUE,TRUE,Plænekanter Grå 1000 4 5 Cm Plastik,At lave en personlig haveoplevelse starter med den rigtige kant.,42029844,new,https://vdxl.im/8721364671546_mo-im_en_px16_1.jpg,https://vdxl.im/8721364671546_mo-im_en_px16_1.jpg,1,Plænekanter Grå 1000 4 5 Cm Plastik - Hovedbillede,,,,,,,,
MERGE,plaenekanter-graa-1000-4-5-cm-plastik,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://vdxl.im/8721364671546_wbg-an-m_en_px16_1.jpg,2,Plænekanter Grå 1000 4 5 Cm Plastik - Billede 2,,,,,,,,
MERGE,plaenekanter-graa-1000-4-5-cm-plastik,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://vdxl.im/8721364671546_wbg-wa_en_px16_1.jpg,3,Plænekanter Grå 1000 4 5 Cm Plastik - Billede 3,,,,,,,,
MERGE,plaenekanter-graa-1000-4-5-cm-plastik,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://vdxl.im/8721364671546_mo-im-zo_en_px16_1.jpg,4,Plænekanter Grå 1000 4 5 Cm Plastik - Billede 4,,,,,,,,
MERGE,plaenekanter-graa-1000-4-5-cm-plastik,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://vdxl.im/8721364671546_detail_en_px16_1.jpg,5,Plænekanter Grå 1000 4 5 Cm Plastik - Billede 5,,,,,,,,
MERGE,plaenekanter-graa-1000-4-5-cm-plastik,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://vdxl.im/8721364671546_detail_en_px16_2.jpg,6,Plænekanter Grå 1000 4 5 Cm Plastik - Billede 6,,,,,,,,
MERGE,plaenekanter-graa-1000-4-5-cm-plastik,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://vdxl.im/8721364671546_detail_en_px16_3.jpg,7,Plænekanter Grå 1000 4 5 Cm Plastik - Billede 7,,,,,,,,
MERGE,plaenekanter-graa-1000-4-5-cm-plastik,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://vdxl.im/8721364671546_wbg-fu_en_px16_1.jpg,8,Plænekanter Grå 1000 4 5 Cm Plastik - Billede 8,,,,,,,,
MERGE,plaenekanter-graa-1000-4-5-cm-plastik,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://vdxl.im/8721364671546_wbg-fu_en_px16_2.jpg,9,Plænekanter Grå 1000 4 5 Cm Plastik - Billede 9,,,,,,,,
MERGE,plaenekanter-graa-1000-4-5-cm-plastik,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://vdxl.im/8721364671546_wbg-siz_en_px16_1.jpg,10,Plænekanter Grå 1000 4 5 Cm Plastik - Billede 10,,,,,,,,
MERGE,plaenekanter-groen-5000-4-5-cm-plastik,Plænekanter Grøn 5000 4 5 Cm Plastik,"<p>Den her alsidige og moderne plastik havekant er perfekt til at pleje og afgrænse din have eller terrasse. Med sit enkle design får den en ren profil, der passer til mange forskellige udendørs stilarter. Dens rundede former giver liv til landskabet og gør den til et lækkert valg til både forår og sommer. Den fleksible kant hjælper husejere med at lave personlige former og grænser, så de kan udtrykke deres kreative sans I haven.</p> <ul><li><b>Slidstærk konstruktion:</b> Lavet af plastik, som holder over tid, og sikrer, at din have forbliver skarp og pæn sæson efter sæson.</li><li><b>UV-resistent materiale:</b> Tåler solens stråler, så den forbliver lys og uden skader, selv efter lang tids sollys. Det gør den til et godt valg til solrige haver.</li><li><b>Fleksibelt design:</b> Bøjer sig med lethed og tilpasser sig alle slags havefordelinger og stier. Den tilpasser sig enhver have udformning, uanset om det er cirkler eller snoede veje.</li><li><b>Nem installation:</b> Sættet op er nemt og kræver ikke meget værktøj. Alt hvad du skal gøre er at skubbe delene sammen og placere dem i jorden med de medfølgende søm, så du får et brugervenligt tilskud til dit udendørs rum.</li><li><b>Lav vedligeholdelse:</b> For at holde kanten flot, skal den bare tørres af med en fugtig klud. Det gør vedligeholdelsen let, så du kan fokusere på at nyde din have uden komplekse plejeopgaver.</li></ul> <ul><li>Farve: Grøn</li><li>Materiale: Plastik</li><li>Samlede dimensioner: 5000 x 4 x 5 cm (L x B x H)</li><li>Vægt: 10,08 kg</li><li>Slidstærk</li><li>Nem at installere</li><li>Bøjer fleksibelt ind i enhver form</li><li>Kun til udendørs brug</li><li>Leveringsindhold:</li><li>1 x Havekant: 5000 x 4 x 5 cm(LxBxH)</li><li>150 x søm: 19,5 cm</li><li>Forsamling krævet: Ja</li></ul>",vidaXL,Græsplæne & have,"Hjem & have,Græsplæne & have,Hjem & have > Græsplæne & have,vidaXL,Grøn,Parcel,K3",TRUE,active,global,42029843,8721364671539,1,719,1029,420,11110,g,shopify,deny,69,manual,TRUE,TRUE,Plænekanter Grøn 5000 4 5 Cm Plastik,Den her alsidige og moderne plastik havekant er perfekt til at pleje og afgrænse din have eller terrasse.,42029843,new,https://vdxl.im/8721364671539_mo-im_en_px16_1.jpg,https://vdxl.im/8721364671539_mo-im_en_px16_1.jpg,1,Plænekanter Grøn 5000 4 5 Cm Plastik - Hovedbillede,,,,,,,,
MERGE,plaenekanter-groen-5000-4-5-cm-plastik,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://vdxl.im/8721364671539_wbg-an-m_en_px16_1.jpg,2,Plænekanter Grøn 5000 4 5 Cm Plastik - Billede 2,,,,,,,,
MERGE,plaenekanter-groen-5000-4-5-cm-plastik,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://vdxl.im/8721364671539_wbg-wa_en_px16_1.jpg,3,Plænekanter Grøn 5000 4 5 Cm Plastik - Billede 3,,,,,,,,
MERGE,plaenekanter-groen-5000-4-5-cm-plastik,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://vdxl.im/8721364671539_mo-im-zo_en_px16_1.jpg,4,Plænekanter Grøn 5000 4 5 Cm Plastik - Billede 4,,,,,,,,
MERGE,plaenekanter-groen-5000-4-5-cm-plastik,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://vdxl.im/8721364671539_detail_en_px16_1.jpg,5,Plænekanter Grøn 5000 4 5 Cm Plastik - Billede 5,,,,,,,,
MERGE,plaenekanter-groen-5000-4-5-cm-plastik,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://vdxl.im/8721364671539_detail_en_px16_2.jpg,6,Plænekanter Grøn 5000 4 5 Cm Plastik - Billede 6,,,,,,,,
MERGE,plaenekanter-groen-5000-4-5-cm-plastik,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://vdxl.im/8721364671539_detail_en_px16_3.jpg,7,Plænekanter Grøn 5000 4 5 Cm Plastik - Billede 7,,,,,,,,
MERGE,plaenekanter-groen-5000-4-5-cm-plastik,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://vdxl.im/8721364671539_wbg-fu_en_px16_1.jpg,8,Plænekanter Grøn 5000 4 5 Cm Plastik - Billede 8,,,,,,,,
